id,group,title,states,is_active,supersedes,bodyText,rule_type,content_type,verification_status,notes,effective_from,last_checked,choice_group,is_default,topic_key
late-fee-limit-hi,Rent & Payment,Late Fee Limit,HI,FALSE,,"Any late fee assessed under this Lease will not exceed 8% of the Rent due, as required by Hawaii law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,late-fee-limit-hi
late-fee-limit-tn,Rent & Payment,Late Fee Limit,TN,FALSE,,"In a county to which Tennessee's Uniform Residential Landlord and Tenant Act applies (generally a county with a population over 75,000), any late fee assessed under this Lease will not exceed 10% of the Rent past due, and no late fee will be assessed until at least 5 days after Rent is due, as required by Tennessee law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,late-fee-limit-tn
late-fee-limit-va,Rent & Payment,Late Fee Limit,VA,FALSE,,"Any late fee assessed under this Lease will not exceed the lesser of 10% of the periodic Rent or 10% of the remaining balance due under this Lease, as required by Virginia law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,late-fee-limit-va
late-fee-limit-nc,Rent & Payment,Late Fee Limit,NC,FALSE,,"Any late fee assessed under this Lease will not exceed the greater of $15.00 or 5% of Monthly Rent, and no late fee will be assessed until at least 5 days after Rent is due, as required by North Carolina law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,late-fee-limit-nc
late-fee-limit-me,Rent & Payment,Late Fee Limit,ME,FALSE,,"Any late fee assessed under this Lease will not exceed 4% of one month's Rent, and no late fee will be assessed until at least 15 days after Rent is due. Landlord will provide Tenant written notice of this late fee policy at signing, as required by Maine law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,late-fee-limit-me
late-fee-safe-harbor-tx,Rent & Payment,Late Fee Safe Harbor,TX,FALSE,,"Any late fee assessed under this Lease is intended to be a reasonable estimate of Landlord's damages from a late payment of Rent, consistent with Texas law, and will not exceed 12% of one rental period's Rent for a property with 4 or fewer units, or 10% of one rental period's Rent for a property with more than 4 units. No late fee will be assessed until at least 2 days after Rent is due.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,late-fee-safe-harbor-tx
late-fee-limit-de,Rent & Payment,Late Fee Limit,DE,FALSE,,"Any late fee assessed under this Lease will not exceed 5% of Monthly Rent, and no late fee will be assessed until at least 5 days after Rent is due (8 days if Landlord has no office in the county where the property is located), as required by Delaware law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,late-fee-limit-de
late-fee-limit-or,Rent & Payment,Late Fee Limit,OR,FALSE,,"Any late fee assessed under this Lease will follow one of the fee structures permitted under Oregon law: a single reasonable flat fee, a daily fee not exceeding 6% of a reasonable flat fee, or 5% of Rent assessed no more than once per 5-day period Rent remains unpaid. No late fee will be assessed until at least 4 days after Rent is due.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,late-fee-limit-or
late-fee-safe-harbor-ca,Rent & Payment,Late Fee Guidance,CA,TRUE,late-fee,"Landlord and Tenant agree that if Tenant fails to pay rent when due, the actual damage to Landlord from that late payment would, from the nature of the case, be impracticable or extremely difficult to fix. Landlord and Tenant therefore agree that {{late_fee}} shall be presumed to be the amount of damage sustained by Landlord from a late payment of rent. This amount is a presumed measure of Landlord's actual damages and is not a penalty.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,"CA: REWRITTEN 2026-09-19 against Civ. Code s1671 (primary text supplied by Taylor). CONFIRMED STANDARD INVERSION - the prior dormant row recited the s1671(b) test ('a reasonable estimate of Landlord's actual damages'), which is the wrong test for a residential lease. s1671(c)(2) routes a lease of real property for use as a dwelling to subdivision (d), NOT (b). Under s1671(d) a liquidated-damages provision is VOID, except that the parties may agree on an amount presumed to be the damage 'when, from the nature of the case, it would be impracticable or extremely difficult to fix the actual damage.' Two consequences the old text got backwards: (1) the default is voidness, not validity; (2) the burden flips - under (b) the party attacking the clause must prove it unreasonable, while under (d) the landlord must bring the clause within the exception. The new body text is drafted to track (d)'s exception language rather than the (b) standard. s1671(a) yields to any other statute expressly prescribing a liquidated-damages rule for the contract - none found for residential late fees in the sections read, but note s1950.5 expressly governs security, so deposit-forfeiture provisions route there and not through s1671. NOT CONFIRMED: the old row's assertion that 'California does not set a statutory cap on late fees' is consistent with everything read this pass but is NOT a full-chapter proof-of-absence - no dedicated late-fee cap search was run. Do not upgrade that limb to CITED without one. Also unread: Orozco v. Casimiro and Del Monte Properties v. Dolan are the cases usually cited for applying s1671(d) to residential late fees; both are pointers only, neither has been read. EXTEND SCREEN 2026-09-19: now supersedes the base row `late-fee`, which is blocked for CA. s1951.5 RESOLVED 2026-09-19 (primary text supplied): it reads in its entirety 'Section 1671, relating to liquidated damages, applies to a lease of real property.' CONFIRMATORY, NOT CORRECTIVE, as predicted - s1671(c)(2) already reached a lease of real property for use as a dwelling on its own terms, and s1951.5 removes any argument that s1671 is confined to contracts for goods and services. No change to this row's analysis; the earlier flag is cleared. MILITARY TENANTS, added 2026-09-19: Mil. & Vet. Code s403(b) - no fine or penalty accrues during a court stay of an action to enforce the lease, and a court may relieve a service member from a late fee incurred while in service if military service materially impaired their ability to pay. Applies during service and within 120 days after. See edu-military-default-judgment-ca.",,2026-09-19,,,late-fee-safe-harbor
nsf-fee-limit-ca,Rent & Payment,NSF Fee Limit,CA,TRUE,returned-payments,"If Tenant pays rent or any other amount due under this Lease by check, draft or order for payment and it is not honored for lack of funds, because Tenant has no account with the drawee, or because Tenant stops payment, Tenant shall be liable to Landlord for the amount of the payment and a service charge of {{nsf_fee}}, not to exceed $25 for the first such instrument and $35 for each subsequent one. No service charge is owed if Tenant stopped payment to resolve a good faith dispute with Landlord, if Tenant provides written confirmation from Tenant's financial institution that the instrument was returned due to an error by that institution, or if Tenant provides written confirmation that the account had insufficient funds because of a delay in a regularly scheduled direct deposit of a social security or government benefit assistance payment.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,"CA: REWRITTEN 2026-09-19 against Civ. Code s1719(a) (primary text supplied by Taylor). Figures CONFIRMED - $25 first, $35 each subsequent 'to that payee' - but the prior dormant row carried three defects. (1) FRAMING: it said the cap applies 'as required by California law'. s1719(a)(1) is a statutory ENTITLEMENT capped at those amounts, not a requirement to charge. Third CA row found reciting a landlord option as a legal mandate, after month-to-month-notice-ca and the CO entry-notice precedent. (2) INSTRUMENT SCOPE - the substantive defect. The old row capped the fee for any 'dishonored or returned payment'. s1719(a)(6) defines the trigger as making, uttering, drawing or delivering a CHECK, DRAFT OR ORDER for the payment of money upon a bank or depository that refuses to honor it. A returned ACH debit or a declined card is not obviously an instrument drawn by the tenant, so s1719 may not reach electronic payment methods at all. That cuts both ways: the old row asserted a statutory safe harbour over payment types the statute may not cover, and for those types a returned-payment fee in a residential lease is an ordinary liquidated-damages provision governed by s1671(d) - VOID unless actual damages were impracticable or extremely difficult to fix. See late-fee-safe-harbor-ca; the two rows are now linked by that analysis. Clause scoped to checks, drafts and orders accordingly. (3) OMITTED EXCEPTIONS: s1719(a)(3) good-faith-dispute stop payment, where the payee recovers only on CLEAR AND CONVINCING evidence that no good faith dispute existed; (a)(4) written confirmation of financial institution error; (a)(5) written confirmation that the shortfall came from a delayed direct deposit of SOCIAL SECURITY OR GOVERNMENT BENEFIT ASSISTANCE. A flat fee clause misstates the law against benefit recipients in particular. All three now in body text. Note s1719(a)(6)(C): a STOP PAYMENT counts as passing a check on insufficient funds, subject to the good-faith-dispute carve-out. CROSS-CHAPTER: s1719 sits in Part 3, Obligations Imposed by Law - outside the landlord-tenant title. Instruction 7 pattern, fourth confirmation in CA. EXTEND SCREEN 2026-09-19: now supersedes the base row `returned-payments`, which is blocked for CA. s1719 NOW READ IN FULL 2026-09-19 - three additions. (1) TREBLE DAMAGES, s1719(a)(2): after a written demand by CERTIFIED MAIL stating the section's provisions, the check amount and the service charge, the drawer has 30 DAYS to pay; failing that, liability becomes the unpaid check amount PLUS TREBLE that amount, not less than $100 nor more than $1,500, in place of the service charge. (2) EXCEPTIONS to the service charge: a STOP PAYMENT in a good-faith dispute (payee must prove no good-faith dispute by clear and convincing evidence, s1719(a)(3), (b)); written confirmation of BANK ERROR (a)(4); and a delayed SOCIAL SECURITY or government benefit deposit (a)(5). For a stop payment, the demand must be in the prescribed s1719(c) form, sent certified with a receipt in evidence (d), and the payee must show a reasonable effort to reconcile before suing (e). s1719(j)(2): liability arises only ONCE per check. (3) NO POSTDATED-CHECK EXCLUSION anywhere in s1719 - candidate 427.4's North Dakota trap does not exist here. The ACH/card scope caveat stands: every limb is framed around a 'check, draft, or order'.",,2026-09-19,,,nsf-fee-limit
nsf-fee-limit-fl,Rent & Payment,NSF Fee Limit,FL,FALSE,,"Any fee charged for a dishonored or returned payment under this Lease will not exceed $25.00 for a check of $50.00 or less, $30.00 for a check between $50.01 and $300.00, or the greater of $40.00 or 5% of the check amount for a check over $300.00, as required by Florida law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,nsf-fee-limit-fl
nsf-fee-limit-or,Rent & Payment,NSF Fee Limit,OR,FALSE,,"Any fee charged for a dishonored or returned payment under this Lease will not exceed $35.00, plus any actual bank charges Landlord incurs as a result, as required by Oregon law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,nsf-fee-limit-or
nsf-fee-limit-pa,Rent & Payment,NSF Fee Limit,PA,FALSE,,"Any fee charged for a dishonored or returned payment under this Lease will not exceed $50.00, or the actual fee Landlord's bank charges if higher, as required by Pennsylvania law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,nsf-fee-limit-pa
nsf-fee-limit-tx,Rent & Payment,NSF Fee Limit,TX,FALSE,,"Any processing fee charged for a dishonored or returned payment under this Lease will not exceed $30.00, in addition to any fee the bank itself assesses, as required by Texas law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,nsf-fee-limit-tx
nsf-fee-limit-hi,Rent & Payment,NSF Fee Limit,HI,FALSE,,"Any fee charged for a dishonored or returned payment under this Lease will not exceed $30.00, as required by Hawaii law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session",,2026-09-03,,,nsf-fee-limit-hi
security-deposit-use,Security Deposit,Use of Security Deposit,CO;NE;MN;ND;SD;WY;OH;NV,TRUE,,"Tenant shall pay Landlord a security deposit of {{security_deposit}} (Security Deposit) prior to occupancy. Landlord may apply the Security Deposit to remedy a Tenant default under this Lease, including past due Rent, and to repair damage to the property caused by Tenant or Tenant's guests beyond ordinary wear and tear. Landlord will not apply the Security Deposit to normal wear and tear or to any damage or defective condition that preexisted the tenancy. Landlord may apply the Security Deposit to cleaning costs only if the property is substantially less clean at the end of the Term than it was at the start of the Term. The Security Deposit will not relieve Tenant of any obligation to pay Rent due under this Lease prior to its termination.",REQUIRED/PROHIBITED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself EDITED this session | NE extended (session 6, closing the last open NE item): Neb. Rev. Stat. §76-1416(2) permits applying the deposit 'to the payment of rent and the amount of damages which the landlord has suffered by reason of the tenant's noncompliance with the rental agreement or section 76-1421' — substantively the same rent-plus-damages-beyond-wear-and-tear framing this clause already uses. No last-month's-rent restriction like Kansas's, so no override needed. Not extended to WY in this pass — WY currently has no clause of this type at all (security-deposit-use-wy doesn't exist), a separate, pre-existing gap noticed while resolving this, not fixed here since it's outside this session's Nebraska-specific scope. | MN extended (Minnesota session, whole-library audit): matches Minn. Stat. § 504B.178, subd. 3(b) — landlord may withhold only for rent defaults and to restore the property, ordinary wear and tear excepted. No conflict. | ND extended (North Dakota session 1, statute walk): N.D.C.C. § 47-16-07.1(3) permits application to pet/negligence damage, unpaid rent, and cleaning/repair costs necessary to restore the property, reasonable wear and tear excepted — compatible with this clause's existing self-limiting language. No ND-specific override needed. | SD extended (South Dakota session 1, whole-library generic-clause audit): SDCL 43-32-6.1's deposit-application concept (deposit secures performance of the rental agreement) is compatible with the generic's existing self-limiting language (default/damage beyond wear-and-tear, not preexisting conditions); no SD-specific override needed for the use/application language itself. Return mechanics are SD-specific and handled separately by security-deposit-return-sd. | WY ADDED 2026-08-28 (deposit split, Taylor's decision): WY previously folded application language into security-deposit-return-wy. Split to the CO pattern. Compatible with Wyo. Stat. 1-21-1208(a). TWO DELIBERATE GIVEAWAYS accepted: (1) cleaning deductions only if 'substantially less clean', vs 1208(a)'s 'clean to the condition at start'; (2) 1208(a)'s catch-all 'any other costs this Lease provides for' not carried over. Both more tenant-favorable than WY requires. | NV: Read in full 2026-09-24 against NRS 118A (revisor text Rev. 4/15/2026, 2025 session incorporated). Applies as written; narrower than 118A.242(4), which allows reasonable cleaning costs (clause limits cleaning deductions further - lawful, tenant-favourable). Return mechanics in security-deposit-return-nv.",2026-08-18,2026-09-24,,,security-deposit-use
